index,Instrument,Company Common Name,Company Market Cap,TRBC Economic Sector Name,Book Value Per Share,Enterprise Value To EBITDA (Daily Time Series Ratio),Revenue,Net Income Incl Extra Before Distributions,Free Cash Flow,Dividend yield
10,OSW.OQ,Onespaworld Holdings Ltd,2314319048.7,Consumer Cyclicals,5.3304718142,21.927636716661,895019000,72864000,78361000.0,0.881057268722467
11,EDIT.OQ,Editas Medicine Inc,171808841.6,Healthcare,1.6307615103,,32314000,-237093000,-240110000.0,
12,SBH.N,Sally Beauty Holdings Inc,1583183844.48,Consumer Cyclicals,7.8898392641,5.59856384121721,3701424000,195878000,193733000.0,
13,USAU.OQ,US Gold Corp,263444630.15,Basic Materials,1.013743708,,,-20559120,-20532890.0,
14,ADP.OQ,Automatic Data Processing Inc,85404896048.04,Technology,15.2001965119,14.1336405847885,20560900000,4079700000,1716200000.0,3.20588373956909
15,NRDY.N,Nerdy Inc,187334048.0,Technology,0.3534536013,,190231000,-42585000,-66435000.0,
16,FSBC.OQ,Five Star Bancorp,866233868.98,Financials,21.0052490508,10.3891241156308,,61606000,,2.46669955599408
17,VOXR.OQ,Vox Royalty Corp,366177653.991334,Basic Materials,0.855724454,65.6406592562682,11047760,-1649080,-4278750.0,0.941619585687382
18,WEX.N,WEX Inc,5406271736.75,Industrials,34.7746478873,8.35804304174993,2660800000,304100000,421500000.0,
19,PSFE.N,Paysafe Ltd,351098483.97,Technology,14.4415489622,4.11717966151362,1704835000,22160000,185197000.0,
20,SRRK.OQ,Scholar Rock Holding Corp,4690302872.86,Healthcare,3.6923178626,,0,-246294000,-244455000.0,
21,CDXS.OQ,Codexis Inc,108389259.6,Healthcare,0.9117126199,,59345000,-65276000,-64635000.0,
22,EPAC.N,Enerpac Tool Group Corp,2270436641.1,Industrials,8.0240892523,15.1326451953999,616899000,92749000,86918000.0,0.092980009298001
23,AMSC.OQ,American Superconductor Corp,1631196884.1,Industrials,5.328845634,72.3993370438398,222818000,6033000,9178000.0,
24,FUL.N,H.B. Fuller Company,3665502167.18,Basic Materials,36.6876304897,10.1474236081191,3473589000,151967000,134063000.0,1.39279893317529
25,CR.N,Crane Co,11549327781.24,Industrials,35.8852173913,25.1772202792484,2305000000,366600000,275500000.0,0.508677438659485
26,MHO.N,M/I Homes Inc,3911293976.22,Consumer Cyclicals,118.4508043397,8.00480253737409,4417781000,402941000,,
27,NEE.N,Nextera Energy Inc,195348788359.2,Utilities,26.3679381941,20.0412002511072,27412000000,6835000000,-1681000000.0,2.65756929637527
28,PACB.OQ,Pacific Biosciences of California Inc,516261707.01,Healthcare,0.0178324371,,160005000,-546376000,,
29,ALB.N,Albemarle Corp,19603885047.0,Basic Materials,81.0219353413,31.7567137287585,5142733000,-510628000,-1160131000.0,0.973850315599639
30,IVR.N,Invesco Mortgage Capital Inc,664573000.0,Real Estate,11.939687172,112.441638381316,295287000,101279000,,15.9969383846154
31,ECPG.OQ,Encore Capital Group Inc,1281792259.72,Financials,32.1422108658,10.5828285014123,1316361000,-139244000,-135817000.0,
32,BRBR.N,Bellring Brands Inc,2095606376.01,Consumer Non-Cyclicals,-3.5768321513,9.47306738147275,2316600000,216200000,230100000.0,
33,TFSL.OQ,TFS Financial Corp,4188922029.07,Financials,6.7951806243,14.2346899314376,,90959000,43021000.0,7.56865371734762
34,OSG.N,Octave Specialty Group Inc,252357321.6,Financials,18.2438001001,,,-556449000,-38974000.0,
35,RWT.N,Redwood Trust Inc,820191400.0,Real Estate,,,86400000,-70100000,,10.9256449165402
36,EVH.N,Evolent Health Inc,311366388.24,Healthcare,10.3890061213,10.8718437023883,2554741000,-61623000,53000.0,
37,SDGR.OQ,Schrodinger Inc,839777614.2,Technology,5.7994118643,,207539000,-187123000,-188275000.0,
38,SNWV.OQ,SANUWAVE Health Inc,213460721.96,Healthcare,-2.8495052522,75.5391362898936,32634000,-31372000,-30717000.0,
39,PDEX.OQ,Pro-Dex Inc,126572287.8,Healthcare,11.1416613947,10.7421497382199,66593000,8978000,8971000.0,
40,CUZ.N,Cousins Properties Inc,3772875495.4,Real Estate,27.868138805,11.1706661518867,993816000,40503000,-266108000.0,5.69902048085485
41,JRVR.OQ,James River Group Holdings Inc,315785313.93,Financials,15.3555641722,12.4663599494425,,-81120000,-124161000.0,0.582241630276565
42,EL.N,Estee Lauder Companies Inc,39153335134.32,Consumer Non-Cyclicals,10.7331296862,19.5729973542264,14323000000,-1133000000,-1524000000.0,1.29342202512934
43,CZWI.OQ,Citizens Community Bancorp Inc,181621671.825,Financials,19.0285024062,4.90318277164377,,14420000,,2.22398729150119
44,REPL.OQ,Replimune Group Inc,658103773.43,Healthcare,5.1616382721,,,-247297000,-248056000.0,
45,CFLT.OQ,Confluent Inc,10929615950.56,Technology,3.4006369983,,1166748000,-295275000,-291874000.0,
46,FOLD.OQ,Amicus Therapeutics Inc,4492173205.53,Healthcare,0.6375079875,109.694093198718,528295000,-56106000,-51112000.0,
47,CLB.N,Core Laboratories Inc,864216462.72,Industrials,5.9487964617,12.8456039102908,526520000,31803000,30716000.0,0.21551724137931
48,ADV.OQ,Advantage Solutions Inc,189237710.7,Consumer Cyclicals,2.3287644987,5.6781436499674,3566324000,-326962000,-229143000.0,
49,PCB.OQ,PCB Bancorp,325022975.52,Financials,,6.89262376469268,,,,3.85288966725044
0,WHG.N,Westwood Holdings Group Inc,166181027.54,Financials,,14.5349878632309,96628000,7058000,,3.39174674957603
1,REPX.A,Riley Exploration Permian Inc,609856830.56,Energy,24.6530996524,3.97394875357905,410181000,88897000,3040000.0,5.76368876080692
2,ABX.N,Abacus Global Management Inc,821123982.0,Financials,5.9940860772,14.8410920949943,111923790,-23961050,-17813020.0,2.38095238095238
3,AXON.OQ,Axon Enterprise Inc,33905459926.22,Industrials,30.7290621535,406.440349810803,2082526000,377034000,355064000.0,
4,BKD.N,Brookdale Senior Living Inc,3923690521.92,Healthcare,0.9338534227,16.775580542281,3125487000,-201935000,-144144000.0,
5,IBKR.OQ,Interactive Brokers Group Inc,126783559691.75,Financials,12.1628756694,33.5476264920643,10424000000,984000000,,0.42809364548495
6,GEF.N,Greif Inc,3802041295.82,Basic Materials,61.4957805907,7.7366312140345,3933100000,840000000,28300000.0,2.91590731580318
7,HON.OQ,Honeywell International Inc,153249074267.04,Consumer Non-Cyclicals,24.1627543036,16.8740062003898,37442000000,5139000000,2304000000.0,1.97199436573038
8,ALMS.OQ,Alumis Inc,3308387199.06,Healthcare,4.780679368,,,-294233000,-292765000.0,
9,SLNO.OQ,Soleno Therapeutics Inc,2000161331.0,Healthcare,6.1009913149,,,-175850000,-174081000.0,
10,CLMT.OQ,Calumet Inc,2482041123.81,Energy,-8.5619774596,29.4517206496804,4189400000,-222000000,-149700000.0,
11,QGEN.N,Qiagen NV,10580220674.76,Healthcare,17.2903485392,15.2403543505859,2089999000,424880000,357256000.0,0.496766713350526
12,PM.N,Philip Morris International Inc,291892987858.29,Consumer Non-Cyclicals,-6.4228791774,19.3705268267368,40648000000,11348000000,2946000000.0,3.13583275558637
13,FRSH.OQ,Freshworks Inc,2041475491.72,Technology,3.5476623185,31.9280536073176,838809000,183723000,188089000.0,
14,BANC.N,Banc of California Inc,3110668060.0,Financials,22.1597114019,12.2544505630327,,228973000,,2.4
15,FULT.OQ,Fulton Financial Corp,3963086850.0,Financials,19.2183007472,8.41694772214504,,391609000,,3.44984112573763
16,TRTX.N,TPG RE Finance Trust Inc,692612912.1,Real Estate,13.9600654069,13.4069469732682,351969000,74335000,-18031000.0,10.8474576271186
17,BSVN.OQ,Bank7 Corp,415599851.52,Financials,26.5768823108,3.93601739386686,,43069000,,2.45901639344262
18,CAI.OQ,Caris Life Sciences Inc,5817869552.26,Healthcare,-0.9973166893,,412260000,-281890000,-337788000.0,
19,AMCR.N,Amcor PLC,23143868612.1,Basic Materials,36.9037130271,12.8532511605454,15009000000,511000000,-194000000.0,5.19065681772809
20,DKS.N,DICK'S Sporting Goods Inc,18106242332.5,Consumer Cyclicals,39.7457871452,10.1718988552704,13442849000,1165308000,401425000.0,2.40993788819876
21,WBS.N,Webster Financial Corp,11468723081.7,Financials,57.5838439233,8.4956817888021,,1002802000,,2.24940250246028
22,JBL.N,Jabil Inc,26882443072.86,Technology,13.8173515982,12.3361518253981,29802000000,657000000,827000000.0,0.125697226804934
23,CURV.N,Torrid Holdings Inc,107132697.36,Consumer Cyclicals,-1.8274836464,5.49923080846927,1103737000,16318000,39165000.0,
24,HIG.N,Hartford Insurance Group Inc,39394666245.0,Financials,67.2060906516,5.69959375745398,,3836000000,,1.69911504424779
25,CBAN.N,Colony Bankcorp Inc,432684510.2,Financials,21.131340681,11.650987521138,,28253000,,2.35756385068762
26,ASLE.OQ,AerSale Corp,341619479.64,Industrials,8.5782317907,14.0134621449556,345066000,5851000,7847000.0,
27,AKAM.OQ,Akamai Technologies Inc,16078378887.12,Technology,32.2233473367,14.2992178472349,3991168000,504918000,335226000.0,
28,EVCM.OQ,EverCommerce Inc,1838515634.75,Technology,4.0607641923,12.4962760575901,698765000,-41089000,28804000.0,
29,FFWM.N,First Foundation Inc,517198662.24,Financials,11.0608534989,91.3478480952383,,-155157000,,0.0
30,SSP.OQ,E W Scripps Co,309031412.4,Consumer Cyclicals,11.555895351,7.33532541911185,2509772000,146218000,177575000.0,
31,IONQ.N,IONQ Inc,12257794363.86,Technology,1.8019205521,,43073000,-331647000,-336562000.0,
32,CWST.OQ,Casella Waste Systems Inc,6585547479.52,Industrials,26.0312709816,19.5654442869228,1557283000,13536000,44936000.0,
33,ZTS.N,Zoetis Inc,53462474344.85,Healthcare,7.5116756832,14.5449321925224,9467000000,2673000000,1651000000.0,1.6739044611133
34,DOC.N,Healthpeak Properties Inc,11607234749.9,Real Estate,10.7755945899,12.2435357699567,2822512000,71347000,-765578000.0,7.30562874251497
35,VRE.N,Veris Residential Inc,1553680616.25,Real Estate,11.8603053023,23.5183595189006,271074000,-23120000,3237000.0,1.92423331328924
36,FINW.OQ,Finwise Bancorp,237067482.96,Financials,,8.51282617427827,,16091000,,
37,TXNM.N,TXNM Energy Inc,6456857983.68,Utilities,28.1431727307,13.3623616781632,1971199000,242682000,-706176000.0,2.85087719298246
38,SUPN.OQ,Supernus Pharmaceuticals Inc,2915132554.0,Healthcare,18.7973116545,20.7597203162068,661817000,73865000,153554000.0,
39,RSG.N,Republic Services Inc,69085308388.83,Industrials,36.2754452926,15.8779397871068,16032000000,2045000000,1179000000.0,1.12022225209482
40,NAVI.OQ,Navient Corp,896640000.0,Financials,24.2323232323,,542000000,-80000000,,6.85224839400428
41,TE.N,T1 Energy Inc,1655905542.12,Industrials,1.6873514637,,2942000,-450152000,-105102000.0,
42,GCO.N,Genesco Inc,298742932.48,Consumer Cyclicals,50.477113326,5.04016221850987,2325062000,-18890000,-8144000.0,
43,META.OQ,Meta Platforms Inc,1618333699203.28,Technology,86.1733439111,15.6696013504287,200966000000,60458000000,18088999999.9999,0.328242962314582
44,RPT.N,Rithm Property Trust Inc,111308407.63,Real Estate,,1056.23576294355,63320000,1472000,,9.78925900747791
45,CRGY.N,Crescent Energy Co,3359346090.21,Energy,23.9474811613,3.78254529135842,2930919000,-114605000,-497562000.0,4.69208211143695
46,SMP.N,Standard Motor Products Inc,975884068.4,Consumer Cyclicals,28.2437065218,9.03992944538976,1463849000,27500000,16658000.0,2.97565374211001
47,GENI.N,Genius Sports Ltd,1466132914.8,Technology,2.4940397806,,510894000,-63040000,-54696000.0,
48,BZAI.OQ,Blaize Holdings Inc,144010822.6,Technology,-1.0873522982,,1554000,-61195000,-61211000.0,
49,NVST.N,Envista Holdings Corp,4747470251.09,Healthcare,18.4898809524,13.791007889015,2719500000,47000000,117700000.0,
0,CURB.N,Curbline Properties Corp.,3001680001.8,Real Estate,18.1848687469,30.4742783549783,182893000,39829000,-767826000.0,2.44274809160305
1,FHTX.OQ,Foghorn Therapeutics Inc,325081210.05,Healthcare,-0.8292982277,,22602000,-86620000,-84406000.0,
2,SEI.N,Solaris Energy Infrastructure Inc,3876751396.28,Energy,12.3638354831,23.4398767925705,313091000,15808000,-124366000.0,0.84760727529578
3,TUSK.OQ,Mammoth Energy Services Inc,110846280.5,Energy,5.2599188599,,187932000,-207326000,-200728000.0,
4,HUT.OQ,Hut 8 Corp,5932304408.13,Technology,10.6949308558,,162385000,331882000,222338000.0,
5,DK.N,Delek US Holdings Inc,2069376516.38,Energy,4.8965111106,11.2694607768591,11852200000,-560400000,-718400000.0,2.95995356935578
6,TG.N,Tredegar Corp,303373922.17,Basic Materials,5.26896873,9.66178968816685,598025000,-64565000,12235000.0,
7,TTEC.OQ,TTEC Holdings Inc,114577211.76,Technology,5.2558911245,5.3708916196347,2207587000,-320965000,-260682000.0,0.0
8,TPC.N,Tutor Perini Corp,4363976339.52,Industrials,21.6873017087,28.3656166911086,4326922000,-163721000,-105961000.0,0.290065264684554
9,CNMD.N,Conmed Corp,1294460477.2,Healthcare,,12.0438320211952,1374724000,47055000,,0.0
10,USNA.N,USANA Health Sciences Inc,382069911.3,Consumer Non-Cyclicals,27.8547348584,4.15622232358965,854503000,42030000,-156681000.0,
11,NIQ.N,NIQ Global Intelligence PLC,3177150000.0,Consumer Cyclicals,0.8406779661,7.57469213948671,3972600000,-722700000,-430900000.0,
12,IIIN.N,Insteel Industries Inc,728915960.4,Consumer Cyclicals,19.0685690823,8.84933208118302,647706000,41020000,29446000.0,0.319318786588611
13,PCOR.N,Procore Technologies Inc,8137292472.4,Technology,8.4012420342,,1322509000,-100783000,-77503000.0,
14,SARO.N,"StandardAero, Inc.",10174638564.81,Industrials,8.229128166,16.3878043192893,5237161000,10974000,75989000.0,
15,CRCL.N,Circle Internet Group Inc,14137954483.64,Technology,7.6853288297,,1676253000,155667000,59621000.0,
16,QTWO.N,Q2 Holdings Inc,3321784721.56,Technology,10.6475802819,31.8560866293469,794809000,52008000,77408000.0,
17,UMBF.OQ,UMB Financial Corp,9781456119.75,Financials,105.0186270425,10.0321738102355,,702398000,,1.33571484041314
18,TARA.OQ,Protara Therapeutics Inc,336116110.89,Healthcare,8.116117973,,,-44596000,-44327000.0,
19,FEIM.OQ,Frequency Electronics Inc,456811667.84,Industrials,5.7865168539,51.4184985089508,69811000,23686000,14366000.0,
20,MCRI.OQ,Monarch Casino & Resort Inc,1663049136.6,Consumer Cyclicals,29.409801991,8.21907911522903,545125000,101392000,,1.28576020572163
21,CXT.N,Crane NXT Co,3029586777.64,Technology,21.775261324,10.0004738144089,1656700000,145100000,169500000.0,1.36467020470053
22,SYRE.OQ,Spyre Therapeutics Inc,2842199721.9,Healthcare,11.0106311948,,0,-208018000,-208018000.0,
23,SAIC.OQ,Science Applications International Corp,3908485326.54,Technology,31.4770459082,9.07212189505715,7479000000,362000000,391000000.0,1.70880960628103
24,BAH.N,Booz Allen Hamilton Holding Corp,9565546935.48,Technology,7.8504626959,9.5282263725471,11980000000,935000000,734000000.0,2.97528996469995
25,PLTR.OQ,Palantir Technologies Inc,313075302126.58,Technology,3.117501093,212.47569862139,4475446000,1625033000,1626907000.0,
26,UVV.N,Universal Corp,1332410096.16,Consumer Non-Cyclicals,58.465696164,8.35319753168978,2947284000,95047000,30755000.0,6.13542835765058
27,COIN.OQ,Coinbase Global Inc,43392831770.08,Technology,56.8771262034,19.8297771632244,7181325000,1260327000,660932000.0,
28,CUBI.N,Customers Bancorp Inc,2486727648.79,Financials,65.3068564085,10.4873933935401,,224088000,,
29,RF.N,Regions Financial Corp,25814320000.0,Financials,21.3486547085,12.3891204099061,,2156000000,,3.56422326832549
30,ABEO.OQ,Abeona Therapeutics Inc,271498718.61,Healthcare,1.0726655316,,0,-63734000,-64176000.0,
31,SCL.N,Stepan Co,1510497821.7,Basic Materials,51.2409775753,10.3631803819444,2180274000,50370000,5841000.0,2.36597783767595
32,DSP.OQ,Viant Technology Inc,596865273.36,Technology,3.3190925344,26.4282725838358,289235000,2362000,11169000.0,
33,INDV.OQ,"Indivior Pharmaceuticals, Inc",4317447758.26,,-2.6363636364,13.7073456152288,1188000000,3000000,-13000000.0,
34,FRMI.OQ,Fermi Inc,6318321139.62,Utilities,,,,,,
35,AMLX.OQ,Amylyx Pharmaceuticals Inc,1550652314.28,Healthcare,2.4179597477,,87371000,-301743000,-337199000.0,
36,ACRS.OQ,Aclaris Therapeutics Inc,345621312.41,Healthcare,2.0124282197,,18720000,-132065000,-167189000.0,
37,NCMI.OQ,National Cinemedia Inc,308704539.43,Consumer Cyclicals,4.2893205099,10.4421175816479,240800000,-22300000,14000000.0,3.64741641337386
38,NTST.N,Netstreit Corp,2135090166.6,Real Estate,17.4845249333,20.6996580425095,195006000,6901000,-584467000.0,4.25742574257426
39,TTWO.OQ,Take-Two Interactive Software Inc,35862930563.52,Technology,12.208452313,36.0184464876108,5633600000,-4478900000,-3482400000.0,
40,KLAC.OQ,KLA Corp,191913198463.43,Technology,35.2736450425,33.1677851875695,12156162000,4061643000,3229240000.0,0.519079589927124
41,NFBK.OQ,Northfield Bancorp Inc,567570748.68,Financials,,16.8240628188613,,,,3.82634289919058
42,KBH.N,KB Home,4192200825.96,Consumer Cyclicals,57.4458140049,9.51005342354434,6236214000,428789000,349118000.0,1.50693188667872
43,ELAN.N,Elanco Animal Health Inc,12486179076.49,Healthcare,12.3400809717,17.5688024988913,4439000000,338000000,839000000.0,
44,TOWN.OQ,TowneBank,3340280743.86,Financials,31.7177834414,11.6324327456534,,169526000,,2.98260149130075
45,IFF.N,International Flavors & Fragrances Inc,21255999457.0,Consumer Non-Cyclicals,55.390625,12.8760248224795,10890000000,-374000000,-416000000.0,1.92771084337349
46,NWFL.OQ,Norwood Financial Corp,345580804.16,Financials,26.2616677493,7.97823708270529,,27755000,,4.06091370558376
47,GATX.N,GATX Corp,6856542000.0,Financials,68.125698324,15.6292034109817,1585500000,284200000,-1136400000.0,1.27043632198271
48,CBZ.N,CBIZ Inc,1514535644.16,Industrials,33.9853556086,8.51144418182374,1813472000,41038000,76184000.0,
49,SPT.OQ,Sprout Social Inc,423203845.35,Technology,2.9259916984,,405908000,-61971000,-54821000.0,
0,RCMT.OQ,R C M Technologies Inc,135612333.0,Industrials,4.3277420622,6.98044450471502,278380000,13327000,12310000.0,
1,LNC.N,Lincoln National Corp,7764708364.0,Financials,59.7017441876,3.52377531246006,,1177000000,,4.40313111545988
2,KULR.A,KULR Technology Group Inc,128345120.2,Industrials,2.4621168858,,10737480,-17523630,-16318970.0,
3,DJCO.OQ,Daily Journal Corp,706165188.32,Technology,283.9062602092,22.029349853858,87700000,112137000,112386000.0,
4,RIG.N,Transocean Ltd,7205001202.14,Energy,12.0988235294,9.73936674566126,3524000000,-512000000,-23000000.0,
5,WLDN.OQ,"Willdan Group, Inc",1730603655.06,Industrials,16.9592560428,27.4569374165699,565798000,22570000,30359000.0,
6,AEVA.OQ,Aeva Technologies Inc,815885150.64,Technology,1.8619298575,,9065000,-152261000,-151868000.0,
7,NVT.N,nVent Electric PLC,18273969037.5,Industrials,22.9692118227,23.149756689309,3893100000,710200000,412600000.0,0.741721854304636
8,WEAV.N,Weave Communications Inc,436944239.2,Technology,0.9345647013,,204314000,-28346000,-20614000.0,
9,JHX.N,James Hardie Industries PLC,15012924619.88,Basic Materials,5.0174094708,17.5667131387097,3877500000,424000000,218700000.0,
10,JJSF.OQ,J&J Snack Foods Corp,1640727228.9,Consumer Non-Cyclicals,49.6581394154,9.04733849037754,1583233000,65595000,-4697000.0,3.70799536500579
11,LGN.OQ,Legence Corp,5157075127.8,Industrials,1.9928478512,31.0036866069701,2098602000,-28555000,64198000.0,
12,AXSM.OQ,Axsome Therapeutics Inc,9135274494.4,Healthcare,1.1899382751,,385693000,-287216000,-279528000.0,
13,SEAT.OQ,Vivid Seats Inc,71430604.56,Technology,39.4636177464,13.3301088258538,775586000,9425000,53229000.0,
14,ULH.OQ,Universal Logistics Holdings Inc,426020338.44,Industrials,24.5876116283,5.40438015281596,1846035000,129907000,-8549000.0,2.59579728059333
15,CCNE.OQ,CNB Financial Corp,874769087.36,Financials,,13.6828076283238,,66131000,,2.56064690026954
16,VTOL.N,Bristow Group Inc,1275372000.0,Industrials,31.2715062248,7.61022980448535,1415491000,94797000,-77335000.0,
17,LQDA.OQ,Liquidia Corp,3323227450.6,Healthcare,0.9817997014,,13996000,-130394000,-137743000.0,
18,BRO.N,Brown & Brown Inc,23308558974.81,Financials,40.4741935484,14.4852371361833,5902000000,1054000000,1173000000.0,0.96392580692274
19,ALGN.OQ,Align Technology Inc,13400746566.15,Healthcare,55.8179675223,14.7522127604238,4034964000,410351000,,
